power_W,speed_mm_s,focus_depth_um,absorptivity,T_peak_K,haz_radius_um,penetration_depth_um,throughput_proxy,kerf_quality,above_damage_thr,below_melt
25.0,200.0,150.0,0.35,2251.3552218620935,4.930530194418087,24.652650972090434,40.56358892729679,0.4999036738936084,True,True
25.0,200.0,150.0,0.45,2808.8852852512628,6.072548839829429,30.362744199147148,32.9350994574492,0.8708484931811462,True,True
25.0,300.0,50.0,0.25,1588.3111504866015,1.8842852514689006,9.421426257344503,159.21156298715073,0.05875658715010079,True,True
25.0,300.0,50.0,0.35,2103.635610681242,4.513772561833821,22.568862809169104,66.46325128045846,0.4016204994552507,True,True
25.0,300.0,50.0,0.45,2618.9600708758826,5.73932610626101,28.69663053130505,52.27094513286692,0.7444844117604009,True,True
25.0,300.0,75.0,0.25,1588.3111504866015,1.8842852514689006,9.421426257344503,159.21156298715073,0.05875658715010079,True,True
25.0,300.0,75.0,0.35,2103.635610681242,4.513772561833821,22.568862809169104,66.46325128045846,0.4016204994552507,True,True
25.0,300.0,75.0,0.45,2618.9600708758826,5.73932610626101,28.69663053130505,52.27094513286692,0.7444844117604009,True,True
25.0,300.0,100.0,0.25,1588.3111504866015,1.8842852514689006,9.421426257344503,159.21156298715073,0.05875658715010079,True,True
25.0,300.0,100.0,0.35,2103.635610681242,4.513772561833821,22.568862809169104,66.46325128045846,0.4016204994552507,True,True
25.0,300.0,100.0,0.45,2618.9600708758826,5.73932610626101,28.69663053130505,52.27094513286692,0.7444844117604009,True,True
25.0,300.0,125.0,0.25,1588.3111504866015,1.8842852514689006,9.421426257344503,159.21156298715073,0.05875658715010079,True,True
25.0,300.0,125.0,0.35,2103.635610681242,4.513772561833821,22.568862809169104,66.46325128045846,0.4016204994552507,True,True
25.0,300.0,125.0,0.45,2618.9600708758826,5.73932610626101,28.69663053130505,52.27094513286692,0.7444844117604009,True,True
25.0,300.0,150.0,0.25,1588.3111504866015,1.8842852514689006,9.421426257344503,159.21156298715073,0.05875658715010079,True,True
25.0,300.0,150.0,0.35,2103.635610681242,4.513772561833821,22.568862809169104,66.46325128045846,0.4016204994552507,True,True
25.0,300.0,150.0,0.45,2618.9600708758826,5.73932610626101,28.69663053130505,52.27094513286692,0.7444844117604009,True,True
25.0,400.0,50.0,0.25,1514.180692437522,0.7664191192091229,3.8320955960456144,400.0,0.009434925108131811,True,True
25.0,400.0,50.0,0.35,1999.852969412531,4.172650248624959,20.863251243124793,95.86233596544898,0.3325701725964943,True,True
25.0,400.0,50.0,0.45,2485.52524638754,5.475101050336445,27.375505251682224,73.05801232205934,0.6557054200848569,True,True
25.0,400.0,75.0,0.25,1514.180692437522,0.7664191192091229,3.8320955960456144,400.0,0.009434925108131811,True,True
25.0,400.0,75.0,0.35,1999.852969412531,4.172650248624959,20.863251243124793,95.86233596544898,0.3325701725964943,True,True
25.0,400.0,75.0,0.45,2485.52524638754,5.475101050336445,27.375505251682224,73.05801232205934,0.6557054200848569,True,True
25.0,400.0,100.0,0.25,1514.180692437522,0.7664191192091229,3.8320955960456144,400.0,0.009434925108131811,True,True
25.0,400.0,100.0,0.35,1999.852969412531,4.172650248624959,20.863251243124793,95.86233596544898,0.3325701725964943,True,True
25.0,400.0,100.0,0.45,2485.52524638754,5.475101050336445,27.375505251682224,73.05801232205934,0.6557054200848569,True,True
25.0,400.0,125.0,0.25,1514.180692437522,0.7664191192091229,3.8320955960456144,400.0,0.009434925108131811,True,True
25.0,400.0,125.0,0.35,1999.852969412531,4.172650248624959,20.863251243124793,95.86233596544898,0.3325701725964943,True,True
25.0,400.0,125.0,0.45,2485.52524638754,5.475101050336445,27.375505251682224,73.05801232205934,0.6557054200848569,True,True
25.0,400.0,150.0,0.25,1514.180692437522,0.7664191192091229,3.8320955960456144,400.0,0.009434925108131811,True,True
25.0,400.0,150.0,0.35,1999.852969412531,4.172650248624959,20.863251243124793,95.86233596544898,0.3325701725964943,True,True
25.0,400.0,150.0,0.45,2485.52524638754,5.475101050336445,27.375505251682224,73.05801232205934,0.6557054200848569,True,True
30.0,100.0,50.0,0.25,2191.4881117568575,4.769917835716192,23.84958917858096,20.964721708877242,0.4600719306432851,True,True
30.0,100.0,50.0,0.35,2948.0833564596005,6.290924255667372,31.45462127833686,15.895915438802483,0.963461980345709,True,True
30.0,100.0,50.0,0.45,3704.678601162344,7.220903641829699,36.104518209148495,13.848682237042162,1.0,True,False
30.0,100.0,75.0,0.25,2191.4881117568575,4.769917835716192,23.84958917858096,20.964721708877242,0.4600719306432851,True,True
30.0,100.0,75.0,0.35,2948.0833564596005,6.290924255667372,31.45462127833686,15.895915438802483,0.963461980345709,True,True
30.0,100.0,75.0,0.45,3704.678601162344,7.220903641829699,36.104518209148495,13.848682237042162,1.0,True,False
30.0,100.0,100.0,0.25,2191.4881117568575,4.769917835716192,23.84958917858096,20.964721708877242,0.4600719306432851,True,True
30.0,100.0,100.0,0.35,2948.0833564596005,6.290924255667372,31.45462127833686,15.895915438802483,0.963461980345709,True,True
30.0,100.0,100.0,0.45,3704.678601162344,7.220903641829699,36.104518209148495,13.848682237042162,1.0,True,False
30.0,100.0,125.0,0.25,2191.4881117568575,4.769917835716192,23.84958917858096,20.964721708877242,0.4600719306432851,True,True
30.0,100.0,125.0,0.35,2948.0833564596005,6.290924255667372,31.45462127833686,15.895915438802483,0.963461980345709,True,True
30.0,100.0,125.0,0.45,3704.678601162344,7.220903641829699,36.104518209148495,13.848682237042162,1.0,True,False
30.0,100.0,150.0,0.25,2191.4881117568575,4.769917835716192,23.84958917858096,20.964721708877242,0.4600719306432851,True,True
30.0,100.0,150.0,0.35,2948.0833564596005,6.290924255667372,31.45462127833686,15.895915438802483,0.963461980345709,True,True
30.0,100.0,150.0,0.45,3704.678601162344,7.220903641829699,36.104518209148495,13.848682237042162,1.0,True,False
30.0,200.0,50.0,0.25,1972.5901901675086,4.074628082010129,20.373140410050645,49.0842344318538,0.31443126424983936,True,True
30.0,200.0,50.0,0.35,2641.626266234512,5.781540092204341,28.907700461021705,34.59285879028568,0.759565047394885,True,True
30.0,200.0,50.0,0.45,3310.6623423015153,6.781734826120193,33.908674130600964,29.49097909722007,1.0,True,False
30.0,200.0,75.0,0.25,1972.5901901675086,4.074628082010129,20.373140410050645,49.0842344318538,0.31443126424983936,True,True
30.0,200.0,75.0,0.35,2641.626266234512,5.781540092204341,28.907700461021705,34.59285879028568,0.759565047394885,True,True
30.0,200.0,75.0,0.45,3310.6623423015153,6.781734826120193,33.908674130600964,29.49097909722007,1.0,True,False
30.0,200.0,100.0,0.25,1972.5901901675086,4.074628082010129,20.373140410050645,49.0842344318538,0.31443126424983936,True,True
30.0,200.0,100.0,0.35,2641.626266234512,5.781540092204341,28.907700461021705,34.59285879028568,0.759565047394885,True,True
30.0,200.0,100.0,0.45,3310.6623423015153,6.781734826120193,33.908674130600964,29.49097909722007,1.0,True,False
30.0,200.0,125.0,0.25,1972.5901901675086,4.074628082010129,20.373140410050645,49.0842344318538,0.31443126424983936,True,True
30.0,200.0,125.0,0.35,2641.626266234512,5.781540092204341,28.907700461021705,34.59285879028568,0.759565047394885,True,True
30.0,200.0,125.0,0.45,3310.6623423015153,6.781734826120193,33.908674130600964,29.49097909722007,1.0,True,False
30.0,200.0,150.0,0.25,1972.5901901675086,4.074628082010129,20.373140410050645,49.0842344318538,0.31443126424983936,True,True
30.0,200.0,150.0,0.35,2641.626266234512,5.781540092204341,28.907700461021705,34.59285879028568,0.759565047394885,True,True
30.0,200.0,150.0,0.45,3310.6623423015153,6.781734826120193,33.908674130600964,29.49097909722007,1.0,True,False
30.0,300.0,50.0,0.25,1845.9733805839217,3.559017947215347,17.795089736076733,84.29291575636097,0.23018854330267574,True,True
30.0,300.0,50.0,0.35,2464.3627328174903,5.430489902362547,27.152449511812733,55.24363462484008,0.6416252380688559,True,True
30.0,300.0,50.0,0.45,3082.752085051059,6.485055280697836,32.42527640348918,46.26020704756706,1.0,True,False
30.0,300.0,75.0,0.25,1845.9733805839217,3.559017947215347,17.795089736076733,84.29291575636097,0.23018854330267574,True,True
30.0,300.0,75.0,0.35,2464.3627328174903,5.430489902362547,27.152449511812733,55.24363462484008,0.6416252380688559,True,True
30.0,300.0,75.0,0.45,3082.752085051059,6.485055280697836,32.42527640348918,46.26020704756706,1.0,True,False
30.0,300.0,100.0,0.25,1845.9733805839217,3.559017947215347,17.795089736076733,84.29291575636097,0.23018854330267574,True,True
30.0,300.0,100.0,0.35,2464.3627328174903,5.430489902362547,27.152449511812733,55.24363462484008,0.6416252380688559,True,True
30.0,300.0,100.0,0.45,3082.752085051059,6.485055280697836,32.42527640348918,46.26020704756706,1.0,True,False
30.0,300.0,125.0,0.25,1845.9733805839217,3.559017947215347,17.795089736076733,84.29291575636097,0.23018854330267574,True,True
30.0,300.0,125.0,0.35,2464.3627328174903,5.430489902362547,27.152449511812733,55.24363462484008,0.6416252380688559,True,True
30.0,300.0,125.0,0.45,3082.752085051059,6.485055280697836,32.42527640348918,46.26020704756706,1.0,True,False
30.0,300.0,150.0,0.25,1845.9733805839217,3.559017947215347,17.795089736076733,84.29291575636097,0.23018854330267574,True,True
30.0,300.0,150.0,0.35,2464.3627328174903,5.430489902362547,27.152449511812733,55.24363462484008,0.6416252380688559,True,True
30.0,300.0,150.0,0.45,3082.752085051059,6.485055280697836,32.42527640348918,46.26020704756706,1.0,True,False
30.0,400.0,50.0,0.25,1757.0168309250266,3.1150403056761595,15.575201528380799,128.4092534119474,0.1710025488523131,True,True
30.0,400.0,50.0,0.35,2339.8235632950373,5.150445411520024,25.75222705760012,77.66318600432464,0.5587648458383482,True,True
30.0,400.0,50.0,0.45,2922.6302956650475,6.252424277917562,31.26212138958781,63.975185019469656,0.9465271428243829,True,True
30.0,400.0,75.0,0.25,1757.0168309250266,3.1150403056761595,15.575201528380799,128.4092534119474,0.1710025488523131,True,True
30.0,400.0,75.0,0.35,2339.8235632950373,5.150445411520024,25.75222705760012,77.66318600432464,0.5587648458383482,True,True
30.0,400.0,75.0,0.45,2922.6302956650475,6.252424277917562,31.26212138958781,63.975185019469656,0.9465271428243829,True,True
30.0,400.0,100.0,0.25,1757.0168309250266,3.1150403056761595,15.575201528380799,128.4092534119474,0.1710025488523131,True,True
30.0,400.0,100.0,0.35,2339.8235632950373,5.150445411520024,25.75222705760012,77.66318600432464,0.5587648458383482,True,True
30.0,400.0,100.0,0.45,2922.6302956650475,6.252424277917562,31.26212138958781,63.975185019469656,0.9465271428243829,True,True
30.0,400.0,125.0,0.25,1757.0168309250266,3.1150403056761595,15.575201528380799,128.4092534119474,0.1710025488523131,True,True
30.0,400.0,125.0,0.35,2339.8235632950373,5.150445411520024,25.75222705760012,77.66318600432464,0.5587648458383482,True,True
30.0,400.0,125.0,0.45,2922.6302956650475,6.252424277917562,31.26212138958781,63.975185019469656,0.9465271428243829,True,True
30.0,400.0,150.0,0.25,1757.0168309250266,3.1150403056761595,15.575201528380799,128.4092534119474,0.1710025488523131,True,True
30.0,400.0,150.0,0.35,2339.8235632950373,5.150445411520024,25.75222705760012,77.66318600432464,0.5587648458383482,True,True
30.0,400.0,150.0,0.45,2922.6302956650475,6.252424277917562,31.26212138958781,63.975185019469656,0.9465271428243829,True,True
