material,route,street_width_um,wafer_thickness_um,lowk_stack_um,groove_power_W,groove_speed_mm_s,groove_passes,stealth_power_W,stealth_speed_mm_s,stealth_focal_depth_um,stealth_layers,plasma_pressure_mTorr,plasma_etch_rate_um_min,blade_feed_mm_s,blade_W_um,mat_K_Ic_MPa,mat_H_GPa,mat_E_GPa,mat_k_thermal,mat_sigma_flex_MPa,a_kerf_um,a_chip_um,a_haz_um,a_lowk_cleared_um,a_wph,b_method,b_kerf_um,b_chip_um,b_haz_um,b_ssd_um,b_residual_MPa,b_wph,feasible,n_violations,die_strength_MPa,total_chipping_um,max_haz_um,governing_crack_um,throughput_wph,residual_stress_MPa
SiC,laser+stealth,25.0,110.0,2.0,29.91445590030182,254.2575759254994,6,3.2457485912805373,493.7332651168355,85.8873871424742,1,20.0,8.0,80.0,23.0,2.8,25.0,448.0,370.0,500.0,18.929,1.0297376,1.7999999999999998,1.705,5.054610600590457,stealth,1.714,0.149,0.0012,0.0386,9.407999999999998,35.20217280162211,0,1,500.0,1.0297376,1.7999999999999998,0.8999999999999999,4.419957601409275,30.858239999999995
SiC,laser+plasma,25.0,110.0,2.0,38.55134115779859,317.5923070997525,4,4.0,300.0,60.0,2,11.315816370722628,5.623000409916758,80.0,23.0,2.8,25.0,448.0,370.0,500.0,19.261,1.0477984,1.8000000000000003,1.053,8.975126589860054,plasma,21.0,0.05,0.0,0.0,5.0,2.239469744406497,0,1,500.0,1.0477984,1.8000000000000003,0.9000000000000001,1.7922646389683348,27.11144
SiC,laser+plasma,25.0,110.0,2.0,21.830615668314145,246.94435865066282,5,4.0,300.0,60.0,2,24.539316488672284,5.064683917049405,80.0,23.0,2.8,25.0,448.0,370.0,500.0,18.508,1.0068352,1.7999999999999998,1.379,5.83011152621022,plasma,21.0,0.05,0.0,0.0,5.0,2.2730403323789177,0,1,500.0,1.0068352,1.7999999999999998,0.8999999999999999,1.6354227185432995,27.111439999999998
SiC,laser+plasma,25.0,110.0,2.0,24.589796793714843,354.52981501020327,5,4.0,300.0,60.0,2,33.51588781549152,4.072645909522187,80.0,23.0,2.8,25.0,448.0,370.0,500.0,18.668,1.0155392,1.8,1.171,8.112526221706936,plasma,21.0,0.05,0.0,0.0,5.0,1.9079583905697848,0,1,500.0,1.0155392,1.8,0.9,1.544672046545497,27.111439999999998
SiC,laser+plasma,25.0,110.0,2.0,16.145025035223608,190.99912795092962,6,4.0,300.0,60.0,2,23.873628399644716,14.508748820645462,80.0,23.0,2.8,25.0,448.0,370.0,500.0,18.096,0.9844224,1.7999999999999998,1.798,3.857681449838508,plasma,21.0,0.05,0.0,0.0,5.0,5.691361824060285,0,1,500.0,0.9844224,1.7999999999999998,0.8999999999999999,2.299231483536066,27.111439999999998
SiC,laser+plasma,25.0,110.0,2.0,16.47918582203398,116.98978155083769,6,4.0,300.0,60.0,2,16.858721957728562,4.421501165878369,80.0,23.0,2.8,25.0,448.0,370.0,500.0,18.125,0.9860000000000001,1.8000000000000003,2.305,2.4078777942312803,plasma,21.0,0.05,0.0,0.0,5.0,1.9143382707893277,1,0,500.0,0.9860000000000001,1.8000000000000003,0.9000000000000001,1.0664651057555938,27.11144
SiC,laser+plasma,25.0,110.0,2.0,37.522279812428636,394.8181934181796,4,4.0,300.0,60.0,2,25.453578388136666,6.639264029579218,80.0,23.0,2.8,25.0,448.0,370.0,500.0,19.226,1.0458944000000001,1.8000000000000003,0.941,10.861228612491011,plasma,21.0,25.0,0.0,0.0,5.0,2.921539486231847,0,4,500.0,25.0,1.8000000000000003,0.9000000000000001,2.302259461459265,27.11144
SiC,laser+plasma,25.0,110.0,2.0,12.225010052805988,324.133435919559,5,4.0,300.0,60.0,2,6.276181127509802,12.880808192153184,80.0,23.0,2.8,25.0,448.0,370.0,500.0,17.708,0.9633152,1.8,1.102,7.482032394901628,plasma,21.0,0.05,0.0,0.0,5.0,4.0939211489243865,0,1,500.0,0.9633152,1.8,0.9,2.64607581072766,27.111439999999998
SiC,laser+plasma,25.0,110.0,2.0,13.002235500707243,343.95287744406346,3,4.0,300.0,60.0,2,35.8267302138611,4.303850480613407,80.0,23.0,2.8,25.0,448.0,370.0,500.0,17.795,0.9680480000000001,1.7999999999999998,0.648,12.34515933284985,plasma,21.0,25.0,0.0,0.0,5.0,2.0190789488778806,0,4,500.0,25.0,1.7999999999999998,0.8999999999999999,1.7352713621583247,27.111439999999998
SiC,laser+plasma,25.0,110.0,2.0,37.77776250210813,322.2559764040086,4,4.0,300.0,60.0,2,24.90688868967679,9.782808017168993,80.0,23.0,2.8,25.0,448.0,370.0,500.0,19.235,1.046384,1.8,1.043,9.091943026422001,plasma,21.0,0.05,0.0,0.0,5.0,4.106817882344416,0,1,500.0,1.046384,1.8,0.9,2.8289742093416144,27.111439999999998
SiC,laser+plasma,25.0,110.0,2.0,24.05156091881936,396.13237241198783,4,4.0,300.0,60.0,2,35.58121645874675,12.220344592097739,80.0,23.0,2.8,25.0,448.0,370.0,500.0,18.639,1.0139616,1.7999999999999998,0.883,10.892458597425211,plasma,21.0,25.0,0.0,0.0,5.0,5.099156800655758,0,4,500.0,25.0,1.7999999999999998,0.8999999999999999,3.473217242304818,27.111439999999998
SiC,laser+plasma,25.0,110.0,2.0,17.85784841269549,170.11027332844492,3,4.0,300.0,60.0,2,9.69777357714263,12.637868073777573,80.0,23.0,2.8,25.0,448.0,370.0,500.0,18.235,0.9919840000000001,1.7999999999999998,0.967,6.622085498501344,plasma,21.0,25.0,0.0,0.0,5.0,4.471267232346355,0,4,500.0,25.0,1.7999999999999998,0.8999999999999999,2.6690861291113435,27.111439999999998
SiC,laser+plasma,25.0,110.0,2.0,23.11665163265839,145.03645906265209,4,4.0,300.0,60.0,2,13.622152552682785,7.489639644482914,80.0,23.0,2.8,25.0,448.0,370.0,500.0,18.586,1.0110784,1.7999999999999998,1.451,4.364770920246864,plasma,21.0,0.05,0.0,0.0,5.0,3.0077585089091077,0,1,500.0,1.0110784,1.7999999999999998,0.8999999999999999,1.7806882971390854,27.111439999999998
SiC,laser+plasma,25.0,110.0,2.0,15.764732449731149,232.36471825649798,5,4.0,300.0,60.0,2,31.184479542302597,7.6927791532334195,80.0,23.0,2.8,25.0,448.0,370.0,500.0,18.063,0.9826272,1.7999999999999998,1.354,5.50960649818391,plasma,21.0,0.05,0.0,0.0,5.0,3.3924779894948256,0,1,500.0,0.9826272,1.7999999999999998,0.8999999999999999,2.099645178804679,27.111439999999998
SiC,laser+plasma,25.0,110.0,2.0,33.54152038130843,242.80688524784918,2,4.0,300.0,60.0,2,21.833057345463608,4.220259708675154,80.0,23.0,2.8,25.0,448.0,370.0,500.0,19.08,1.037952,1.8,0.591,12.954502809383499,plasma,21.0,25.0,0.0,0.0,5.0,1.8941753902982958,0,4,500.0,25.0,1.8,0.9,1.652544427530944,27.111439999999998
SiC,laser+plasma,25.0,110.0,2.0,19.782954386318185,130.3160619221841,3,4.0,300.0,60.0,2,36.229085652376,9.551715473338817,80.0,23.0,2.8,25.0,448.0,370.0,500.0,18.375,0.9996,1.8,1.122,5.173141264944948,plasma,21.0,0.05,0.0,0.0,5.0,4.144269649323114,0,1,500.0,0.9996,1.8,0.9,2.300949537724288,27.111439999999998
SiC,laser+plasma,25.0,110.0,2.0,25.5867249653597,94.45721865761408,2,4.0,300.0,60.0,2,39.41464086430153,11.640445080153036,80.0,23.0,2.8,25.0,448.0,370.0,500.0,18.722,1.0184768000000002,1.8000000000000003,0.912,5.592931303125649,plasma,21.0,25.0,0.0,0.0,5.0,4.928104792500518,0,4,500.0,25.0,1.8000000000000003,0.9000000000000001,2.6197563917224893,27.11144
SiC,laser+plasma,25.0,110.0,2.0,29.61933655958716,203.39417789341934,2,4.0,300.0,60.0,2,38.47750938708188,5.929127515525981,80.0,23.0,2.8,25.0,448.0,370.0,500.0,18.916,1.0290304000000001,1.8,0.635,11.144648000098856,plasma,21.0,25.0,0.0,0.0,5.0,2.7259068838121085,0,4,500.0,25.0,1.8,0.9,2.190198802815777,27.111439999999998
SiC,laser+plasma,25.0,110.0,2.0,38.12633796568383,275.0960712637203,4,4.0,300.0,60.0,2,22.06262782682092,5.237058563266457,80.0,23.0,2.8,25.0,448.0,370.0,500.0,19.247,1.0470368,1.8000000000000003,1.13,7.892669971650017,plasma,21.0,0.05,0.0,0.0,5.0,2.3180315902677617,0,1,500.0,1.0470368,1.8000000000000003,0.9000000000000001,1.7917924850607654,27.11144
SiC,laser+plasma,25.0,110.0,2.0,31.15819492244954,196.32156624882336,5,4.0,300.0,60.0,2,8.141346623784434,9.170803898757045,80.0,23.0,2.8,25.0,448.0,370.0,500.0,18.983,1.0326752000000001,1.8,1.627,4.70525132328452,plasma,21.0,0.05,0.0,0.0,5.0,3.2518039592464962,0,1,500.0,1.0326752000000001,1.8,0.9,1.9228916149291284,27.111439999999998
SiC,laser+plasma,25.0,110.0,2.0,20.07383030891433,127.8648510425059,6,4.0,300.0,60.0,2,5.215860315735615,8.867619886905773,80.0,23.0,2.8,25.0,448.0,370.0,500.0,18.395,1.000688,1.7999999999999998,2.271,2.6243652766676386,plasma,21.0,0.05,0.0,0.0,5.0,2.7779162270828803,1,0,500.0,1.000688,1.7999999999999998,0.8999999999999999,1.349479267747643,27.111439999999998
SiC,laser+plasma,25.0,110.0,2.0,14.116279040609752,305.4341476143408,3,4.0,300.0,60.0,2,39.60718590328269,4.916314618226648,80.0,23.0,2.8,25.0,448.0,370.0,500.0,17.91,0.9743040000000001,1.8,0.696,11.155426527761632,plasma,21.0,25.0,0.0,0.0,5.0,2.300319317585328,0,4,500.0,25.0,1.8,0.9,1.9070695472884225,27.111439999999998
SiC,laser+plasma,25.0,110.0,2.0,23.392403001116378,261.35170600943786,4,4.0,300.0,60.0,2,18.240517936293983,7.736447985401933,80.0,23.0,2.8,25.0,448.0,370.0,500.0,18.602,1.0119488,1.8,1.083,7.5354796539125335,plasma,21.0,0.05,0.0,0.0,5.0,3.2299068931239527,0,1,500.0,1.0119488,1.8,0.9,2.2608475386206583,27.111439999999998
SiC,laser+plasma,25.0,110.0,2.0,35.004519920671164,296.2276478823029,4,4.0,300.0,60.0,2,23.3222196552607,13.099388707580431,80.0,23.0,2.8,25.0,448.0,370.0,500.0,19.136,1.0409984,1.7999999999999998,1.076,8.435022920175296,plasma,21.0,0.05,0.0,0.0,5.0,5.2235177489863736,0,1,500.0,1.0409984,1.7999999999999998,0.8999999999999999,3.2258564808554224,27.111439999999998
SiC,laser+plasma,25.0,110.0,2.0,20.870830297315635,259.3861919868359,3,4.0,300.0,60.0,2,7.525125328363086,12.69664823764971,80.0,23.0,2.8,25.0,448.0,370.0,500.0,18.448,1.0035712,1.7999999999999998,0.802,9.67704659416607,plasma,21.0,25.0,0.0,0.0,5.0,4.24136259835692,0,4,500.0,25.0,1.7999999999999998,0.8999999999999999,2.9488904169523966,27.111439999999998
SiC,laser+plasma,25.0,110.0,2.0,34.391838898309345,206.02452668616036,5,4.0,300.0,60.0,2,29.816116914939602,11.514507528630464,80.0,23.0,2.8,25.0,448.0,370.0,500.0,19.112,1.0396928,1.8,1.61,4.9234907240899535,plasma,21.0,0.05,0.0,0.0,5.0,4.791419847859289,0,1,500.0,1.0396928,1.8,0.9,2.428278778424452,27.111439999999998
SiC,laser+plasma,25.0,110.0,2.0,31.404412385256173,193.54364753347602,6,4.0,300.0,60.0,2,38.95701640179116,5.422266124490224,80.0,23.0,2.8,25.0,448.0,370.0,500.0,18.993,1.0332192,1.7999999999999998,1.968,3.9065644644889783,plasma,21.0,0.05,0.0,0.0,5.0,2.5144604043471683,0,1,500.0,1.0332192,1.7999999999999998,0.8999999999999999,1.5298027750463614,27.111439999999998
SiC,laser+plasma,25.0,110.0,2.0,14.764992349666825,267.1208260174681,6,4.0,300.0,60.0,2,32.857084577293215,9.326576204884184,80.0,23.0,2.8,25.0,448.0,370.0,500.0,17.972,0.9776768000000001,1.7999999999999998,1.5,5.293410115833073,plasma,21.0,0.05,0.0,0.0,5.0,4.032232195222057,0,1,500.0,0.9776768000000001,1.7999999999999998,0.8999999999999999,2.288770894233588,27.111439999999998
SiC,laser+plasma,25.0,110.0,2.0,28.994426801761694,155.52876724400943,4,4.0,300.0,60.0,2,21.175918225126843,6.415805384941743,80.0,23.0,2.8,25.0,448.0,370.0,500.0,18.888,1.0275072,1.7999999999999998,1.447,4.662128261926707,plasma,21.0,0.05,0.0,0.0,5.0,2.7785031973871384,0,1,500.0,1.0275072,1.7999999999999998,0.8999999999999999,1.740946094860994,27.111439999999998
SiC,laser+plasma,25.0,110.0,2.0,18.869263221937207,90.22800373524761,3,4.0,300.0,60.0,2,14.759400196855802,10.306748539992771,80.0,23.0,2.8,25.0,448.0,370.0,500.0,18.31,0.996064,1.7999999999999998,1.339,3.6544654956849905,plasma,21.0,0.05,0.0,0.0,5.0,4.037680634859782,0,1,500.0,0.996064,1.7999999999999998,0.8999999999999999,1.9182636824978678,27.111439999999998
SiC,laser+plasma,25.0,110.0,2.0,30.881417887173146,283.66053088306563,5,4.0,300.0,60.0,2,13.92914040992251,10.920957352071806,80.0,23.0,2.8,25.0,448.0,370.0,500.0,18.971,1.0320224,1.8,1.352,6.625157688638903,plasma,21.0,0.05,0.0,0.0,5.0,4.207632246013073,0,1,500.0,1.0320224,1.8,0.9,2.5733192735943207,27.111439999999998
SiC,laser+plasma,25.0,110.0,2.0,22.2607371847592,337.7657052744557,2,4.0,300.0,60.0,2,17.304061275736892,13.563949817001436,80.0,23.0,2.8,25.0,448.0,370.0,500.0,18.535,1.008304,1.8000000000000003,0.473,16.9475724616984,plasma,21.0,25.0,0.0,0.0,5.0,5.204976058570634,0,4,500.0,25.0,1.8000000000000003,0.9000000000000001,3.982011768682941,27.11144
SiC,laser+plasma,25.0,110.0,2.0,32.529528339314524,134.43593390261526,3,4.0,300.0,60.0,2,14.346677460760326,13.320395566693582,80.0,23.0,2.8,25.0,448.0,370.0,500.0,19.04,1.035776,1.8000000000000003,1.186,5.325799664620539,plasma,21.0,0.05,0.0,0.0,5.0,5.000326344972614,0,1,500.0,1.035776,1.8000000000000003,0.9000000000000001,2.5789668212752748,27.11144
SiC,laser+plasma,25.0,110.0,2.0,26.485179935218227,104.66486154862696,6,4.0,300.0,60.0,2,12.522632967325524,6.756666073416605,80.0,23.0,2.8,25.0,448.0,370.0,500.0,18.768,1.0209792000000002,1.8000000000000003,2.613,2.161059384250508,plasma,21.0,0.05,0.0,0.0,5.0,2.7011318246628213,1,0,500.0,1.0209792000000002,1.8000000000000003,0.9000000000000001,1.200550539247487,27.11144
SiC,laser+plasma,25.0,110.0,2.0,39.24923196960361,225.53246720705903,2,4.0,300.0,60.0,2,26.191002865060362,12.327338816905648,80.0,23.0,2.8,25.0,448.0,370.0,500.0,19.285,1.049104,1.8000000000000003,0.626,12.173099654183218,plasma,21.0,25.0,0.0,0.0,5.0,5.01929444501975,0,4,500.0,25.0,1.8000000000000003,0.9000000000000001,3.55391873408406,27.11144
SiC,laser+plasma,25.0,110.0,2.0,27.079472085218327,333.48590099204404,4,4.0,300.0,60.0,2,22.699964517786025,7.324547259608401,80.0,23.0,2.8,25.0,448.0,370.0,500.0,18.797,1.0225568,1.7999999999999998,0.979,9.37166176836801,plasma,21.0,25.0,0.0,0.0,5.0,3.154691457529214,0,4,500.0,25.0,1.7999999999999998,0.8999999999999999,2.3602001947702593,27.111439999999998
SiC,laser+plasma,25.0,110.0,2.0,26.133974193627452,217.46284384043676,5,4.0,300.0,60.0,2,13.099626870895277,6.529221003136789,80.0,23.0,2.8,25.0,448.0,370.0,500.0,18.75,1.02,1.7999999999999998,1.508,5.179142625224305,plasma,21.0,0.05,0.0,0.0,5.0,2.638781138762569,0,1,500.0,1.02,1.7999999999999998,0.8999999999999999,1.7481142419625797,27.111439999999998
SiC,laser+plasma,25.0,110.0,2.0,39.36623188833322,84.72214859970622,5,4.0,300.0,60.0,2,30.200697304566503,11.365014657826379,80.0,23.0,2.8,25.0,448.0,370.0,500.0,19.288,1.0492672,1.7999999999999998,2.556,2.1007782264076784,plasma,21.0,0.05,0.0,0.0,5.0,4.743724726005697,1,0,500.0,1.0492672,1.7999999999999998,0.8999999999999999,1.4559879199044912,27.111439999999998
SiC,laser+plasma,25.0,110.0,2.0,17.226546133210597,302.26480829281127,2,4.0,300.0,60.0,2,33.26320140560959,8.017626131548061,80.0,23.0,2.8,25.0,448.0,370.0,500.0,18.186,0.9893184,1.8000000000000003,0.481,15.511678530241786,plasma,21.0,25.0,0.0,0.0,5.0,3.536179166188043,0,4,500.0,25.0,1.8000000000000003,0.9000000000000001,2.879697828776219,27.11144
SiC,laser+plasma,25.0,110.0,2.0,13.495122120390931,384.4265697510424,3,4.0,300.0,60.0,2,10.733332983673932,4.659666061931746,80.0,23.0,2.8,25.0,448.0,370.0,500.0,17.847,0.9708768000000001,1.7999999999999998,0.616,13.551761398471728,plasma,21.0,25.0,0.0,0.0,5.0,1.8598876795355708,0,4,500.0,25.0,1.7999999999999998,0.8999999999999999,1.6354352433959154,27.111439999999998
SiC,laser+plasma,25.0,110.0,2.0,21.29025140378799,271.10348619236936,5,4.0,300.0,60.0,2,19.30872026857628,14.913621748166262,80.0,23.0,2.8,25.0,448.0,370.0,500.0,18.475,1.0050400000000002,1.8000000000000003,1.311,6.355174327584271,plasma,21.0,0.05,0.0,0.0,5.0,5.697281831659653,0,1,500.0,1.0050400000000002,1.8000000000000003,0.9000000000000001,3.0041361491122878,27.11144
SiC,laser+plasma,25.0,110.0,2.0,22.841252512697043,356.96910413989525,4,4.0,300.0,60.0,2,10.40710449082281,10.490107775753383,80.0,23.0,2.8,25.0,448.0,370.0,500.0,18.569,1.0101536,1.7999999999999998,0.923,9.949515101172612,plasma,21.0,25.0,0.0,0.0,5.0,3.8624896750562616,0,4,500.0,25.0,1.7999999999999998,0.8999999999999999,2.782354913186483,27.111439999999998
SiC,laser+plasma,25.0,110.0,2.0,32.88755881922846,249.71008027051766,3,4.0,300.0,60.0,2,34.73382647336085,9.948511938453017,80.0,23.0,2.8,25.0,448.0,370.0,500.0,19.054,1.0365376,1.8000000000000003,0.872,9.358283444429613,plasma,21.0,25.0,0.0,0.0,5.0,4.279634787252344,0,4,500.0,25.0,1.8000000000000003,0.9000000000000001,2.936667803500191,27.11144
SiC,laser+plasma,25.0,110.0,2.0,16.60947610587737,136.62646932145753,6,4.0,300.0,60.0,2,37.08924535961191,7.940493709376159,80.0,23.0,2.8,25.0,448.0,370.0,500.0,18.135,0.9865440000000002,1.7999999999999998,2.136,2.797904055925948,plasma,21.0,0.05,0.0,0.0,5.0,3.5329660308949293,1,0,500.0,0.9865440000000002,1.7999999999999998,0.8999999999999999,1.5613809558131908,27.111439999999998
SiC,laser+plasma,25.0,110.0,2.0,15.286874041015707,391.5339237627596,2,4.0,300.0,60.0,2,29.001160258210668,10.443747341283853,80.0,23.0,2.8,25.0,448.0,370.0,500.0,18.021,0.9803424000000001,1.7999999999999998,0.415,19.00452937365901,plasma,21.0,25.0,0.0,0.0,5.0,4.401655485047405,0,4,500.0,25.0,1.7999999999999998,0.8999999999999999,3.5739011489176904,27.111439999999998
SiC,laser+plasma,25.0,110.0,2.0,20.58879398328333,360.55196125841127,4,4.0,300.0,60.0,2,37.52817091175289,5.906744163667364,80.0,23.0,2.8,25.0,448.0,370.0,500.0,18.429,1.0025376,1.8,0.905,10.036848457864314,plasma,21.0,25.0,0.0,0.0,5.0,2.7120004111448117,0,4,500.0,25.0,1.8,0.9,2.135089797047833,27.111439999999998
SiC,laser+plasma,25.0,110.0,2.0,33.90548252932716,167.43630331646716,2,4.0,300.0,60.0,2,34.22212493936227,5.711187162068361,80.0,23.0,2.8,25.0,448.0,370.0,500.0,19.094,1.0387136000000001,1.7999999999999998,0.713,9.406049292724786,plasma,21.0,25.0,0.0,0.0,5.0,2.612906473908124,0,4,500.0,25.0,1.7999999999999998,0.8999999999999999,2.044863760884342,27.111439999999998
SiC,laser+plasma,25.0,110.0,2.0,29.944764576768982,292.5186856246508,5,4.0,300.0,60.0,2,7.670661481836761,10.62826856136482,80.0,23.0,2.8,25.0,448.0,370.0,500.0,18.931,1.0298464,1.8,1.325,6.814425200123293,plasma,21.0,0.05,0.0,0.0,5.0,3.651570815545412,0,1,500.0,1.0298464,1.8,0.9,2.3775430592782953,27.111439999999998
SiC,laser+plasma,25.0,110.0,2.0,24.93803165843093,284.0384953411539,3,4.0,300.0,60.0,2,27.662361282739536,4.717883131800582,80.0,23.0,2.8,25.0,448.0,370.0,500.0,18.687,1.0165728,1.7999999999999998,0.786,10.476321608389068,plasma,21.0,25.0,0.0,0.0,5.0,2.1532235464139573,0,4,500.0,25.0,1.7999999999999998,0.8999999999999999,1.7861183510959548,27.111439999999998
SiC,laser+plasma,25.0,110.0,2.0,13.969243454736981,157.07409925264807,3,4.0,300.0,60.0,2,25.910348193523024,11.17052394229379,80.0,23.0,2.8,25.0,448.0,370.0,500.0,17.895,0.973488,1.8,0.97,6.153646047896881,plasma,21.0,25.0,0.0,0.0,5.0,4.616446532898725,0,4,500.0,25.0,1.8,0.9,2.637672587249101,27.111439999999998
SiC,laser+plasma,25.0,110.0,2.0,39.796997169575825,213.3712541187535,5,4.0,300.0,60.0,2,35.16846380857021,12.48184307412069,80.0,23.0,2.8,25.0,448.0,370.0,500.0,19.302,1.0500288,1.7999999999999998,1.613,5.087893878762752,plasma,21.0,0.05,0.0,0.0,5.0,5.185453289770017,0,1,500.0,1.0500288,1.7999999999999998,0.8999999999999999,2.5681051772923826,27.111439999999998
SiC,laser+plasma,25.0,110.0,2.0,17.27399004252117,121.24479831196606,4,4.0,300.0,60.0,2,36.903254527393976,7.271558810300112,80.0,23.0,2.8,25.0,448.0,370.0,500.0,18.189,0.9894816000000001,1.7999999999999998,1.52,3.681728678038437,plasma,21.0,0.05,0.0,0.0,5.0,3.2666496907635674,0,1,500.0,0.9894816000000001,1.7999999999999998,0.8999999999999999,1.7308956434482745,27.111439999999998
SiC,laser+plasma,25.0,110.0,2.0,35.93857371348798,99.77877851375203,4,4.0,300.0,60.0,2,32.144499157757274,13.816928298693721,80.0,23.0,2.8,25.0,448.0,370.0,500.0,19.17,1.0428480000000002,1.8,1.861,3.054780206274239,plasma,21.0,0.05,0.0,0.0,5.0,5.6020043706801825,0,1,500.0,1.0428480000000002,1.8,0.9,1.9768185190344836,27.111439999999998
SiC,laser+plasma,25.0,110.0,2.0,19.271160808809437,308.6326550125482,3,4.0,300.0,60.0,2,5.847053769701317,8.68779061989563,80.0,23.0,2.8,25.0,448.0,370.0,500.0,18.339,0.9976416,1.7999999999999998,0.726,11.255809941951522,plasma,21.0,25.0,0.0,0.0,5.0,2.8286003389602623,0,4,500.0,25.0,1.7999999999999998,0.8999999999999999,2.2605268649569084,27.111439999999998
SiC,laser+plasma,25.0,110.0,2.0,19.41193306903168,366.3104376673332,3,4.0,300.0,60.0,2,31.412036651629748,14.025565588470622,80.0,23.0,2.8,25.0,448.0,370.0,500.0,18.349,0.9981856000000001,1.7999999999999998,0.668,13.017046686265676,plasma,21.0,25.0,0.0,0.0,5.0,5.661397559942384,0,4,500.0,25.0,1.7999999999999998,0.8999999999999999,3.945439747330213,27.111439999999998
SiC,laser+plasma,25.0,110.0,2.0,34.501505909958524,221.09306701853382,2,4.0,300.0,60.0,2,7.113115749422516,8.609100047536387,80.0,23.0,2.8,25.0,448.0,370.0,500.0,19.117,1.0399648000000001,1.8000000000000003,0.622,11.969333927015413,plasma,21.0,25.0,0.0,0.0,5.0,2.9686896269898897,0,4,500.0,25.0,1.8000000000000003,0.9000000000000001,2.3787107673679735,27.11144
SiC,laser+plasma,25.0,110.0,2.0,27.71471692795803,180.21707819223982,5,4.0,300.0,60.0,2,27.784039818329,5.3223323857063685,80.0,23.0,2.8,25.0,448.0,370.0,500.0,18.828,1.0242432000000001,1.8000000000000003,1.67,4.340214346847848,plasma,21.0,0.05,0.0,0.0,5.0,2.40791449038806,0,1,500.0,1.0242432000000001,1.8000000000000003,0.9000000000000001,1.5487056144360525,27.11144
SiC,laser+plasma,25.0,110.0,2.0,23.820786800393414,113.49320985507214,4,4.0,300.0,60.0,2,16.245941490501174,9.42746364173328,80.0,23.0,2.8,25.0,448.0,370.0,500.0,18.626,1.0132544,1.8,1.648,3.4565135157898355,plasma,21.0,0.05,0.0,0.0,5.0,3.787728077380484,0,1,500.0,1.0132544,1.8,0.9,1.8072745262865608,27.111439999999998
SiC,laser+plasma,25.0,110.0,2.0,31.657994214453222,82.41937370464386,5,4.0,300.0,60.0,2,15.796900233504909,10.874445314066525,80.0,23.0,2.8,25.0,448.0,370.0,500.0,19.004,1.0338176000000001,1.7999999999999998,2.516,2.045138120004086,plasma,21.0,0.05,0.0,0.0,5.0,4.269702704697829,1,0,500.0,1.0338176000000001,1.7999999999999998,0.8999999999999999,1.382795228710182,27.111439999999998
SiC,laser+plasma,25.0,110.0,2.0,26.74237028813722,369.1913547366465,5,4.0,300.0,60.0,2,32.03861957889025,7.1456762008537575,80.0,23.0,2.8,25.0,448.0,370.0,500.0,18.781,1.0216864,1.7999999999999998,1.161,8.41273866717051,plasma,21.0,0.05,0.0,0.0,5.0,3.183466802137331,0,1,500.0,1.0216864,1.7999999999999998,0.8999999999999999,2.309520500725737,27.111439999999998
SiC,laser+plasma,25.0,110.0,2.0,28.612273204905282,149.85441382007946,3,4.0,300.0,60.0,2,6.549176991686593,8.47716114820442,80.0,23.0,2.8,25.0,448.0,370.0,500.0,18.87,1.026528,1.7999999999999998,1.104,5.8916326686078815,plasma,21.0,0.05,0.0,0.0,5.0,2.861292076558454,0,1,500.0,1.026528,1.7999999999999998,0.8999999999999999,1.9259484530573692,27.111439999999998
SiC,laser+plasma,25.0,110.0,2.0,28.07835846130323,231.1565036958667,6,4.0,300.0,60.0,2,11.854684086997143,11.703095506329676,80.0,23.0,2.8,25.0,448.0,370.0,500.0,18.845,1.025168,1.8,1.773,4.621896388085451,plasma,21.0,0.05,0.0,0.0,5.0,4.348565287175666,0,1,500.0,1.025168,1.8,0.9,2.2405333105183733,27.111439999999998
SiC,laser+plasma,25.0,110.0,2.0,24.99594411765397,109.1539577486227,3,4.0,300.0,60.0,2,15.425971217723152,8.39179055680031,80.0,23.0,2.8,25.0,448.0,370.0,500.0,18.69,1.016736,1.8,1.269,4.379055614229809,plasma,21.0,0.05,0.0,0.0,5.0,3.3939513509769608,0,1,500.0,1.016736,1.8,0.9,1.9120401904236752,27.111439999999998
SiC,laser+plasma,25.0,110.0,2.0,18.18975551490191,143.32974311455888,2,4.0,300.0,60.0,2,30.438082682338568,11.885489224582667,80.0,23.0,2.8,25.0,448.0,370.0,500.0,18.26,0.9933440000000001,1.7999999999999998,0.705,8.190465239528676,plasma,21.0,25.0,0.0,0.0,5.0,4.928227591568632,0,4,500.0,25.0,1.7999999999999998,0.8999999999999999,3.0768672840289937,27.111439999999998
SiC,laser+plasma,25.0,110.0,2.0,25.943927570880938,174.86889387256966,5,4.0,300.0,60.0,2,37.855824174091026,13.036796784696522,80.0,23.0,2.8,25.0,448.0,370.0,500.0,18.74,1.019456,1.8,1.68,4.218204043556556,plasma,21.0,0.05,0.0,0.0,5.0,5.399618856200145,0,1,500.0,1.019456,1.8,0.9,2.36817565994731,27.111439999999998
SiC,laser+plasma,25.0,110.0,2.0,14.965713279767792,312.4936074354865,6,4.0,300.0,60.0,2,26.984563577723414,13.434577533721718,80.0,23.0,2.8,25.0,448.0,370.0,500.0,17.991,0.9787104000000001,1.8,1.39,6.123716257976422,plasma,21.0,0.05,0.0,0.0,5.0,5.402635014988118,0,1,500.0,0.9787104000000001,1.8,0.9,2.870310221656665,27.111439999999998
