material,process,mat_k_thermal,mat_E_GPa,mat_cte,power_W,speed_mm_s,beam_radius_um,blade_W_um,cut_depth_um,peak_T_C,groove_depth_um,haz_depth_um,haz_excess_um,haz_width_um,haz_volume_um3,haz_volume_frac,ablated_volume_um3,max_grad_C_per_um,max_thermal_stress_MPa,crack_risk_volume_um3,crack_risk_frac,n_steps
Si,laser,148.0,130.0,2.6e-06,13.441213823952406,131.28171255731667,7.604673902409905,23.0,60.0,1422.7,0.0,15.0,15.0,25.0,6500.0,0.004104,0.0,101.978,656.14,14375.0,0.009075,5301
Si,blade,148.0,130.0,2.6e-06,21.014475407475402,112.94874856289864,5.0,28.91549168158993,77.88859064986008,199.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.986,82.09,0.0,0.0,8551
Si,blade,148.0,130.0,2.6e-06,39.93585583932388,60.228190125187595,5.0,18.896590503185024,66.64071366503273,389.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.96,171.15,14125.0,0.008917,9000
Si,blade,148.0,130.0,2.6e-06,27.876370890836956,109.05299022893438,5.0,23.46278838757575,49.126785753862194,361.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.495,158.1,3000.0,0.001894,8851
Si,blade,148.0,130.0,2.6e-06,32.544494201154116,40.10731539411274,5.0,19.45512158696692,70.92531916704833,258.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.524,109.65,0.0,0.0,9000
Si,blade,148.0,130.0,2.6e-06,13.672404420129185,66.3587325493155,5.0,28.093130670539885,41.08506077273497,174.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.686,70.08,0.0,0.0,9000
Si,blade,148.0,130.0,2.6e-06,30.4770796302283,65.74911632004185,5.0,19.58668087913547,40.15336664236011,444.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.001,196.8,18125.0,0.011443,9000
Si,blade,148.0,130.0,2.6e-06,46.62104850462056,47.540507085929136,5.0,24.03620708232945,80.53287928162814,284.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.044,121.93,0.0,0.0,9000
Si,blade,148.0,130.0,2.6e-06,42.555699394796996,93.25885290871345,5.0,22.2097921904219,89.63383915611011,328.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.068,142.43,0.0,0.0,9000
Si,blade,148.0,130.0,2.6e-06,13.551096271625578,79.58639046852436,5.0,29.15218119162745,49.35652981861876,172.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.775,69.21,0.0,0.0,9000
Si,blade,148.0,130.0,2.6e-06,49.807954326365625,116.06431579462067,5.0,21.641019978850736,82.99521493530827,418.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.236,184.84,42875.0,0.027068,8401
Si,blade,148.0,130.0,2.6e-06,48.684523256223095,72.6432012688422,5.0,21.033559388343917,84.8180732334068,354.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.109,154.69,4000.0,0.002525,9000
Si,blade,148.0,130.0,2.6e-06,20.8023478039516,116.70168722115787,5.0,16.69350562781359,81.9000131545621,225.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.227,94.02,0.0,0.0,8301
Si,blade,148.0,130.0,2.6e-06,31.14141674087037,63.33520228351075,5.0,23.770449500158943,43.32961067585058,357.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.479,156.06,1875.0,0.001184,9000
Si,blade,148.0,130.0,2.6e-06,28.52778723915484,81.24312647860572,5.0,27.366261153091834,88.91382885229093,218.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.089,91.05,0.0,0.0,9000
Si,blade,148.0,130.0,2.6e-06,43.17015683534174,103.33434450240401,5.0,21.603412412058233,72.65572027275783,401.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.943,176.82,27375.0,0.017282,9000
Si,blade,148.0,130.0,2.6e-06,19.56708508731395,102.49408635347152,5.0,15.06971806842071,54.563267094900475,284.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.114,121.93,0.0,0.0,8151
Si,blade,148.0,130.0,2.6e-06,47.71826428788994,75.89470447215096,5.0,26.444200469705407,54.78889008529556,495.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.191,220.65,54125.0,0.03417,9000
Si,blade,148.0,130.0,2.6e-06,40.68663395083946,95.8058913828719,5.0,29.83852700133475,43.949662843197125,529.14,0.0,30.0,30.0,25.0,3000.0,0.001894,0.0,21.117,236.67,58250.0,0.036774,8751
Si,blade,148.0,130.0,2.6e-06,41.51686457629398,82.51514426246567,5.0,19.86153202696662,75.97595710436099,412.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.063,181.77,25500.0,0.016098,9000
Si,blade,148.0,130.0,2.6e-06,29.469912116777476,47.028160184725884,5.0,15.800145756812492,82.13921455800929,228.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.635,95.32,0.0,0.0,9000
Si,blade,148.0,130.0,2.6e-06,37.361657122275865,91.96181328451338,5.0,21.259877241224462,74.33625307668979,335.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.758,145.66,0.0,0.0,9000
Si,blade,148.0,130.0,2.6e-06,32.12329802604014,101.81534441845844,5.0,26.33574016864564,61.46459611353909,338.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.403,147.3,0.0,0.0,9000
Si,blade,148.0,130.0,2.6e-06,31.775623083042777,90.85002744213642,5.0,28.632213297679556,72.15618878443156,288.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.832,123.6,0.0,0.0,9000
Si,blade,148.0,130.0,2.6e-06,45.073526831672666,94.91053099141936,5.0,15.695875452028412,85.2129759233107,416.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.371,183.58,31250.0,0.019729,8801
Si,blade,148.0,130.0,2.6e-06,38.375056881901884,86.88901671772037,5.0,20.06536521028047,51.31696696426349,428.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.674,189.38,33750.0,0.021307,9000
Si,blade,148.0,130.0,2.6e-06,13.17153585773793,56.77075222170641,5.0,15.178520562386701,59.74379301396931,157.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.374,62.4,0.0,0.0,9000
Si,blade,148.0,130.0,2.6e-06,25.9910537770863,119.32062029567358,5.0,28.365924451950224,73.38366405067308,253.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.052,107.28,0.0,0.0,8151
Si,blade,148.0,130.0,2.6e-06,26.472845254595775,70.22236002479619,5.0,27.404817402121367,85.68697541489752,193.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.094,79.03,0.0,0.0,9000
Si,blade,148.0,130.0,2.6e-06,14.674018557009333,99.08318174229437,5.0,29.111953036191796,83.35378370128709,138.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.692,53.24,0.0,0.0,9000
Si,blade,148.0,130.0,2.6e-06,22.5280016503769,109.72475446852009,5.0,24.95016291488307,81.29556849344581,202.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.342,83.54,0.0,0.0,8801
Si,blade,148.0,130.0,2.6e-06,10.2816915975993,57.94950087894663,5.0,23.583873489086464,64.38338479755859,103.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.337,36.81,0.0,0.0,9000
Si,blade,148.0,130.0,2.6e-06,43.492041137371004,68.46328910232856,5.0,26.89795905333311,43.60842771287318,506.31,0.0,20.0,20.0,25.0,875.0,0.000552,0.0,26.957,225.95,47625.0,0.030066,9000
Si,blade,148.0,130.0,2.6e-06,27.57006770658084,105.26988981777623,5.0,23.92073341844128,59.352197647983175,314.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.465,135.85,0.0,0.0,9000
Si,blade,148.0,130.0,2.6e-06,35.57307315972303,69.609180402871,5.0,24.190085159658246,68.64862858628805,305.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.301,131.46,0.0,0.0,9000
Si,blade,148.0,130.0,2.6e-06,21.879030536939265,90.25234741631633,5.0,29.335407143229602,44.54530751075561,294.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.308,126.62,0.0,0.0,9000
Si,blade,148.0,130.0,2.6e-06,17.47942119522631,73.30845339594305,5.0,26.517686893118892,78.59888246970962,150.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.427,58.72,0.0,0.0,9000
Si,blade,148.0,130.0,2.6e-06,39.13075356096942,98.2514975372808,5.0,19.90748456500646,88.3013500808778,373.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.411,163.81,11375.0,0.007181,9000
Si,blade,148.0,130.0,2.6e-06,38.7584722467262,83.53931898546692,5.0,21.442418892515928,80.04583174065151,305.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.043,131.77,0.0,0.0,9000
Si,blade,148.0,130.0,2.6e-06,33.066858838163,68.76562895631872,5.0,25.971433214245113,59.05720408167282,318.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.314,137.96,0.0,0.0,9000
Si,blade,148.0,130.0,2.6e-06,33.77060201732327,94.46528852862593,5.0,28.382904418538594,62.66638237390313,341.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.954,148.39,0.0,0.0,8851
Si,blade,148.0,130.0,2.6e-06,36.47378213781118,59.012612808155886,5.0,29.68108228708835,40.671392961874574,399.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.139,175.82,15375.0,0.009706,9000
Si,blade,148.0,130.0,2.6e-06,18.624756438542278,77.44670729856426,5.0,20.975089069615258,87.67958830016585,148.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.913,57.93,0.0,0.0,9000
Si,blade,148.0,130.0,2.6e-06,10.404980654520589,96.90605514070356,5.0,27.53065243622867,79.8303306186988,106.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.391,38.43,0.0,0.0,8601
Si,blade,148.0,130.0,2.6e-06,20.253958761438966,74.79957374220275,5.0,24.723574969774074,65.85319857722156,188.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2,76.64,0.0,0.0,9000
Si,blade,148.0,130.0,2.6e-06,19.138255291875886,73.84451387013772,5.0,18.509719756472066,60.899587341346766,228.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.488,95.5,0.0,0.0,9000
Si,blade,148.0,130.0,2.6e-06,34.27022796959348,87.65021544093163,5.0,19.651343592716028,46.51950982282906,510.16,0.0,20.0,20.0,15.0,875.0,0.000552,0.0,20.044,227.76,35250.0,0.022254,9000
Si,blade,148.0,130.0,2.6e-06,49.34801118426412,71.72475823249411,5.0,17.34127803129944,60.13910795164095,545.05,0.0,45.0,45.0,25.0,7250.0,0.004577,0.0,27.755,244.14,55250.0,0.03488,9000
Si,blade,148.0,130.0,2.6e-06,15.614573532340486,112.29725960643911,5.0,25.294644434927108,41.265323899028054,228.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.229,95.51,0.0,0.0,8601
Si,blade,148.0,130.0,2.6e-06,49.00144773006717,40.923882691726135,5.0,20.760508037261342,60.669521795778536,345.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.177,150.36,375.0,0.000237,9000
Si,blade,148.0,130.0,2.6e-06,12.306591893369422,96.4929831241443,5.0,15.500865822439284,82.73603530886719,137.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.402,52.76,0.0,0.0,8601
Si,blade,148.0,130.0,2.6e-06,15.74357569760872,45.491230568818885,5.0,22.739933791634744,58.007962002748386,140.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.729,54.25,0.0,0.0,9000
Si,blade,148.0,130.0,2.6e-06,14.20583824487497,92.20509110937415,5.0,17.18153590530852,73.05212997587971,170.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.685,68.13,0.0,0.0,9000
Si,blade,148.0,130.0,2.6e-06,32.93993588586306,63.04976586975945,5.0,21.772368149100373,53.37641860875025,326.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.587,141.39,0.0,0.0,9000
Si,blade,148.0,130.0,2.6e-06,36.75337376485551,52.46621470502855,5.0,20.505745119884168,55.15212672478093,311.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.471,134.56,0.0,0.0,9000
Si,blade,148.0,130.0,2.6e-06,42.298916526084454,111.09830247703457,5.0,16.203739774604312,64.5910859343284,539.41,0.0,40.0,40.0,15.0,6125.0,0.003867,0.0,18.389,241.49,57625.0,0.036379,8701
Si,blade,148.0,130.0,2.6e-06,37.81188521616472,102.7215003838862,5.0,17.943122193756675,74.82822100139275,428.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.327,189.38,30250.0,0.019097,9000
Si,blade,148.0,130.0,2.6e-06,40.428465146287564,88.57858428277554,5.0,16.760457154497182,86.90016159756863,372.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.165,163.14,10000.0,0.006313,9000
Si,blade,148.0,130.0,2.6e-06,44.02238779833262,43.641305273022574,5.0,29.47347711401688,47.92129679361879,391.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.972,172.05,11625.0,0.007339,9000
Si,blade,148.0,130.0,2.6e-06,38.24237825915523,48.89863380308583,5.0,19.048134680354472,57.43579369643577,390.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.176,171.62,10250.0,0.006471,9000
Si,blade,148.0,130.0,2.6e-06,48.088657068101746,78.73794119575744,5.0,24.459029063452498,67.97859716912895,424.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.577,187.32,38875.0,0.024542,9000
Si,blade,148.0,130.0,2.6e-06,16.41476297050425,67.30601170059447,5.0,29.607302291251806,89.5620791756792,127.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.827,48.16,0.0,0.0,9000
Si,blade,148.0,130.0,2.6e-06,34.99557184339069,54.84030268515097,5.0,17.857835620191384,88.37821595549813,267.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.576,114.06,0.0,0.0,9000
Si,blade,148.0,130.0,2.6e-06,17.18296752844202,48.36722488407122,5.0,18.47646512795822,87.26444028249142,138.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.106,53.35,0.0,0.0,9000
Si,blade,148.0,130.0,2.6e-06,25.20765647750669,85.3683188737798,5.0,17.43920698089937,44.72627082189197,408.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.302,180.08,12375.0,0.007812,9000
Si,blade,148.0,130.0,2.6e-06,10.91212862350443,93.92997043835182,5.0,23.08360892176216,66.94521244111141,121.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.937,45.09,0.0,0.0,8851
Si,blade,148.0,130.0,2.6e-06,15.002195934061717,64.23941976617846,5.0,19.173857073911627,77.27011543034656,150.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.645,59.04,0.0,0.0,9000
Si,blade,148.0,130.0,2.6e-06,19.81626736660085,89.77208989733786,5.0,23.719712283024947,61.67697818339249,209.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.563,86.52,0.0,0.0,9000
Si,blade,148.0,130.0,2.6e-06,28.091155733882225,61.64378759652098,5.0,28.529147392401338,75.54601769813542,211.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.761,87.47,0.0,0.0,9000
Si,blade,148.0,130.0,2.6e-06,46.96274067585264,110.65750453259346,5.0,22.53856981986851,46.88323556127799,592.55,0.0,50.0,50.0,35.0,23375.0,0.014757,0.0,22.74,266.43,82375.0,0.052004,8751
Si,blade,148.0,130.0,2.6e-06,43.98243439322806,45.24135669082491,5.0,25.211293111220023,73.98715141539256,292.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.529,125.41,0.0,0.0,9000
Si,blade,148.0,130.0,2.6e-06,22.68793225568107,76.69264216557191,5.0,25.375007471049845,65.11318370931268,210.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.982,87.05,0.0,0.0,9000
Si,blade,148.0,130.0,2.6e-06,29.839104731612967,84.63878864028878,5.0,22.316014114399685,41.741284947463846,385.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.324,169.36,9500.0,0.005997,9000
Si,blade,148.0,130.0,2.6e-06,11.02791223156238,84.75308437400601,5.0,15.479043265562588,70.26105048192358,135.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.695,51.7,0.0,0.0,9000
Si,blade,148.0,130.0,2.6e-06,47.06904908163991,60.93510115945958,5.0,23.178641636154317,42.27162884326548,517.21,0.0,30.0,30.0,25.0,2250.0,0.00142,0.0,31.783,231.07,47625.0,0.030066,9000
Si,blade,148.0,130.0,2.6e-06,42.67530920097431,52.961135687659564,5.0,22.834276866560643,63.3498697218765,337.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.221,146.82,0.0,0.0,9000
Si,blade,148.0,130.0,2.6e-06,16.197759127159664,106.66332146392935,5.0,27.246641329463518,70.55537428108902,167.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.638,66.79,0.0,0.0,9000
Si,blade,148.0,130.0,2.6e-06,23.05669128731504,97.48921750342468,5.0,16.589511909889513,45.203939055801165,355.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.878,154.92,2000.0,0.001263,8551
Si,blade,148.0,130.0,2.6e-06,18.23797593754974,115.23907325414059,5.0,22.924351898982522,58.71180889282724,216.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.602,90.13,0.0,0.0,8401
Si,blade,148.0,130.0,2.6e-06,23.334173685507785,59.62923536919189,5.0,20.658072484494532,64.03676258363072,205.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.909,84.95,0.0,0.0,9000
Si,blade,148.0,130.0,2.6e-06,20.584127331560822,58.450519331023045,5.0,18.658443626116767,50.61410139854298,251.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.525,106.51,0.0,0.0,9000
Si,blade,148.0,130.0,2.6e-06,11.721640737842131,88.85198493846346,5.0,19.358029240403,62.23356533673332,159.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.472,63.15,0.0,0.0,9000
Si,blade,148.0,130.0,2.6e-06,17.875116177604276,107.40885859564214,5.0,29.92586021893841,55.55012953078125,213.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.448,88.29,0.0,0.0,8951
Si,blade,148.0,130.0,2.6e-06,29.08163516872712,54.059655724915295,5.0,26.167359752099472,52.92069668160515,270.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.978,115.46,0.0,0.0,9000
Si,blade,148.0,130.0,2.6e-06,36.26529326266362,44.54328280457944,5.0,18.35164424871122,56.0814470467059,357.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.557,156.25,1750.0,0.001105,9000
Si,blade,148.0,130.0,2.6e-06,27.263761527332626,53.57284552659283,5.0,16.0823371631314,69.92554089101397,260.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.441,110.78,0.0,0.0,9000
Si,blade,148.0,130.0,2.6e-06,21.610979480235798,50.9436600673716,5.0,25.823133934715184,76.90628029625051,155.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.014,61.38,0.0,0.0,9000
Si,blade,148.0,130.0,2.6e-06,45.874855877111685,49.4853192898902,5.0,22.408710291753664,45.62684970449825,429.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.872,189.65,26375.0,0.016651,9000
Si,blade,148.0,130.0,2.6e-06,41.17251095822708,107.26799518972138,5.0,26.639815215243793,77.93455043633466,367.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.689,160.88,6125.0,0.003867,9000
Si,blade,148.0,130.0,2.6e-06,22.26357236164708,115.5943720138148,5.0,20.366439225112032,50.88913879880945,275.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.972,117.67,0.0,0.0,8401
Si,blade,148.0,130.0,2.6e-06,35.211361633948115,99.60536608817665,5.0,28.798980063898682,83.9496920517946,297.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.282,128.02,0.0,0.0,9000
Si,blade,148.0,130.0,2.6e-06,48.571777840015436,76.51769287915911,5.0,24.78969805371425,69.562900855593,421.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.268,186.11,38125.0,0.024069,9000
Si,blade,148.0,130.0,2.6e-06,16.76516818636221,74.6301987312514,5.0,26.033205160036083,62.99001953473278,168.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.233,67.4,0.0,0.0,9000
Si,blade,148.0,130.0,2.6e-06,46.16748720970266,62.585081396106425,5.0,24.365290789064353,86.05194126876248,303.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.25,130.7,0.0,0.0,9000
Si,blade,148.0,130.0,2.6e-06,11.522513271049482,117.80628303799028,5.0,23.32414559971245,51.8831071308649,154.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.159,60.86,0.0,0.0,8201
Si,blade,148.0,130.0,2.6e-06,26.858431943878852,100.50715816155687,5.0,21.133387764913383,56.40980121462498,303.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.025,130.63,0.0,0.0,9000
Si,blade,148.0,130.0,2.6e-06,30.043324334234697,105.65769961284161,5.0,27.893771813336386,81.09127405080429,261.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.777,111.15,0.0,0.0,9000
Si,blade,148.0,130.0,2.6e-06,26.291616414262705,104.63308081744367,5.0,27.74353343048412,75.0505469710432,242.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.714,102.28,0.0,0.0,9000
Si,blade,148.0,130.0,2.6e-06,24.22454894945886,67.4211815871819,5.0,25.661073622977803,45.93700824619256,271.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.027,115.57,0.0,0.0,9000
Si,blade,148.0,130.0,2.6e-06,31.407434555702594,64.96778929202813,5.0,15.28175511422408,54.11150261981094,391.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.068,171.87,10250.0,0.006471,9000
Si,blade,148.0,130.0,2.6e-06,34.337037391768376,108.25087092746377,5.0,18.052290735265,86.54348369356359,338.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.027,147.28,0.0,0.0,8901
Si,blade,148.0,130.0,2.6e-06,41.989716311416856,42.66517578728198,5.0,20.40368340265211,67.37132499155933,288.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.223,123.53,0.0,0.0,9000
Si,blade,148.0,130.0,2.6e-06,44.34583379753005,83.18406597209581,5.0,16.396420445178386,76.48571207418433,440.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.09,194.84,34375.0,0.021701,9000
Si,blade,148.0,130.0,2.6e-06,37.312101201900724,119.79222487954394,5.0,28.241941188461098,57.78180569572335,418.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.557,184.51,33625.0,0.021228,8151
Si,blade,148.0,130.0,2.6e-06,24.681211645132418,80.09352748750598,5.0,22.0487575166778,52.23550466408115,275.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.406,117.66,0.0,0.0,9000
Si,blade,148.0,130.0,2.6e-06,39.54454454509073,101.08021448786738,5.0,26.8709822886589,56.90479657861367,435.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.267,192.72,40125.0,0.025331,9000
Si,blade,148.0,130.0,2.6e-06,23.698236847463892,111.67407723701241,5.0,16.9217359066203,52.79252613044598,339.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.188,147.75,0.0,0.0,7551
Si,blade,148.0,130.0,2.6e-06,40.088745197485736,86.07966351983502,5.0,17.501292545878503,48.567569751217896,589.37,0.0,40.0,40.0,25.0,12750.0,0.008049,0.0,23.757,264.94,50750.0,0.032039,9000
Si,blade,148.0,130.0,2.6e-06,47.49671161053677,78.14375971569757,5.0,17.656153936887215,67.68273590412491,509.94,0.0,30.0,30.0,15.0,2250.0,0.00142,0.0,23.13,227.65,50875.0,0.032118,9000
Si,blade,148.0,130.0,2.6e-06,28.75600705653047,71.32989013873474,5.0,18.85735504061522,65.57935483602674,308.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.229,133.16,0.0,0.0,9000
Si,blade,148.0,130.0,2.6e-06,35.86099790223858,81.95806591386258,5.0,27.04926610897976,49.6489633432024,420.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.473,185.85,27000.0,0.017045,9000
Si,blade,148.0,130.0,2.6e-06,33.50098461131593,41.34352643773114,5.0,25.508967347377048,68.87069911847377,231.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.68,97.08,0.0,0.0,9000
Si,blade,148.0,130.0,2.6e-06,30.855124377199413,55.93590062498458,5.0,27.85517128422359,71.56008420993682,229.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.462,95.93,0.0,0.0,9000
Si,blade,148.0,130.0,2.6e-06,12.855256279835853,56.62367176544703,5.0,15.918601944322866,79.2210968640436,125.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.083,47.18,0.0,0.0,9000
Si,blade,148.0,130.0,2.6e-06,18.85086282260275,43.07289342469674,5.0,25.00466106126701,47.75886053803496,180.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.743,73.22,0.0,0.0,9000
Si,blade,148.0,130.0,2.6e-06,14.613832666036162,118.15071072147525,5.0,24.60955016742292,42.584650648525766,215.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.702,89.39,0.0,0.0,8201
Si,blade,148.0,130.0,2.6e-06,45.624887266168514,51.46595003495612,5.0,21.9219265798931,50.275726195046914,403.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.873,177.82,19875.0,0.012547,9000
Si,blade,148.0,130.0,2.6e-06,25.632780981016396,50.19547219522625,5.0,17.078958560318434,84.3829551149091,206.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.127,85.22,0.0,0.0,9000
Si,blade,148.0,130.0,2.6e-06,12.452775179505121,46.1860619811061,5.0,20.23527447243964,71.82389729766268,101.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.336,35.85,0.0,0.0,9000
Si,blade,148.0,130.0,2.6e-06,24.533836387147993,114.63693665107091,5.0,16.265151393102855,79.00757294856996,274.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.838,117.09,0.0,0.0,8451
Si,blade,148.0,130.0,2.6e-06,44.93100551624289,113.63742480464536,5.0,18.22280754863161,47.414318102215574,699.17,0.0,50.0,50.0,35.0,30875.0,0.019492,0.0,24.551,316.48,77375.0,0.048848,8501
SiC,laser,370.0,448.0,4.2e-06,26.36982536068218,381.8951080486562,4.970694693286299,23.0,60.0,1554.68,0.0,15.0,15.0,25.0,5125.0,0.003235,0.0,132.493,3643.34,55000.0,0.034722,8851
SiC,laser,370.0,448.0,4.2e-06,9.965582854056082,340.58403133619237,7.2706452300794755,23.0,60.0,471.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.043,1063.14,8125.0,0.005129,9000
SiC,laser,370.0,448.0,4.2e-06,28.461683837631412,378.4782045337548,5.091563965965953,23.0,60.0,1648.57,0.0,15.0,15.0,25.0,6000.0,0.003788,0.0,139.256,3866.96,64250.0,0.040562,8951
SiC,laser,370.0,448.0,4.2e-06,14.043143558321374,223.53000302497935,6.553288557479103,23.0,60.0,705.2,0.0,5.0,5.0,15.0,875.0,0.000552,0.0,51.139,1620.08,16750.0,0.010574,9000
SiC,laser,370.0,448.0,4.2e-06,32.62776206280306,217.9579008862896,5.263355576604473,23.0,60.0,1788.38,0.0,15.0,15.0,35.0,8250.0,0.005208,0.0,153.337,4199.97,77750.0,0.049085,9000
